smiles,BBBP,group
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,valid
OCCN1C=CN(CCCN2c3ccccc3C=Cc3ccccc32)C=CC1,1,valid
CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,1,valid
Nc1ccc(S(=O)(=O)N2CC3CCC(CC3)C2)cc1,1,valid
CCC1(c2ccccc2)C(=O)NC(=O)N1C,1,valid
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,0,valid
CC1(C)S[C@@H]2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0,valid
C[C@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CNC(C(=O)N(C)C)C3)[C@H](C)[C@H]12,0,valid
C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)COC(=O)C(C)(C)C,1,valid
CCCCCCC,1,valid
CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,1,valid
CC(C)CC(=O)c1ccc(OCCCCOc2ccc3ccc(=O)oc3c2)cc1O,0,valid
C=CCN1CCC23c4c5ccc(O)c4O[C@H]2C2(OC)C=CC3(C[C@@H]2C(C)(O)CCC)C1C5,1,valid
CCCC(=O)OC1(C(C)=O)CCCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,1,valid
CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,1,valid
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,1,valid
O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1,1,valid
N=C(N)c1ccc(-c2ccccc2[N+](=O)[O-])o1,1,valid
CC(C)NC[C@H](O)COc1cccc(NS(C)(=O)=O)c1,1,valid
O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1,0,valid
NCc1ccc(S(N)(=O)=O)cc1,0,valid
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0,valid
C#CC(C)(O)CC,1,valid
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,1,valid
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,valid
C=c1c(N)c(O)c2c(c1O)N1C[C@@H]3N[C@@H]3[C@]1(OC)C=2COC(N)=O,0,valid
CC[C@H]1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)CC(C)C(=O)C(C)[C@@H](O)[C@]1(C)O,0,valid
CC(CN1C(=O)c2cccnc2Nc2ccccc21)N(C)C,1,valid
C[C@H]1[C@H](c2ccccc2)OCCN1C,1,valid
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,1,valid
Nc1ccc(C(=O)O)c(O)c1,0,valid
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,0,valid
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,1,valid
CNC(=O)OC1OC(=O)C2(C)C3C=CC(C3)C12,1,valid
CC1N=C(NCC(F)F)Nc2cccc(Cl)c21,1,valid
CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,valid
CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CC[C@@H](O)C2)C1,0,valid
CN1CCC[C@H]1c1cccnc1,1,valid
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@H](CO[N+](=O)[O-])O[N+](=O)[O-],0,valid
COCCCCC(=NOCCN)c1ccc(Cl)cc1,1,valid
CCC1(CC)C(=O)NCC(C)C1=O,1,valid
C=C1CC2C3CC=C4CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,valid
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0,valid
CC1(C)S[C@@H]2C(NC(=O)C(N=Cc3ccco3)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0,valid
CCOC(N)=O,1,valid
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0,valid
CC1=NC(=O)C(O)Nc2ccc(Cl)cc21,1,valid
CCC[C@@H]1CC(C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,0,valid
OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,1,valid
CN1[C@@H]2CC[C@@H]1CC(OC(=O)c1cn(C)c3ccccc13)C2,1,valid
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,0,valid
CCN(CC)Cc1ccc2c(c1)CCC(N1CCN(CCc3ccc(F)cc3)CC1=O)C2,1,valid
CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,1,valid
CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,0,valid
O=[N+]([O-])c1cc[nH]c1NCCSCc1ccccn1,1,valid
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,1,valid
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,1,valid
C[C@@H]1C[C@H]2C3CC(F)(F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1,valid
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,valid
Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,1,valid
CC[C@H](NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,valid
COC1=CC(=O)C[C@H](C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0,valid
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,valid
CN1CCOC(c2ccccc2)c2ccccc2C1,1,valid
CC(C)N=C(N)N=C(N)Nc1ccc(Cl)cc1,1,valid
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,1,valid
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,1,valid
ON1C/C(=N/CC2CC2)N=c2ccc(Cl)cc2=C1c1ccccc1,1,valid
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,0,valid
N=C1NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,1,valid
COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31,1,valid
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0,valid
CC(C)CN(C[C@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,0,valid
CC(Cc1ccccc1)NO,0,valid
O=C1CCNc2ccc(Cl)cc2N1c1ccccc1,1,valid
CC(=O)OCC(=O)C1[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,1,valid
CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1,valid
COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,1,valid
C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,1,valid
CCN(CC)CCOC(=O)c1ccc(N)cc1,1,valid
C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(SC3CC[S+]([O-])C3)S[C@H]12,0,valid
CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@]2(C(=O)CF)O1,1,valid
OCCOCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,valid
COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,1,valid
CC(C)(CO)C(O)C(=O)NCCCO,0,valid
CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1,valid
CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,valid
NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,1,valid
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,1,valid
C[CH-]c1cccc([N+]C(C)Nc2cccc(CC)c2)c1,1,valid
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0,valid
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,1,valid
CC1c2ccccc2N(C(N)=O)c2ccccc2C1C,0,valid
Cn1cc(O)nc1NC(=O)Nc1cccc(Cl)c1,1,valid
CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,1,valid
Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2,1,valid
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)cccc4C(O)C3CC12,0,valid
CC[C@@H]1C[C@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C[C@H](C)[N+]12CCCC2,0,valid
Cc1nc(=O)c(C#N)c(NCc2cccnc2)[nH]1,1,valid
O=C(OC1CN2CCC1CC2)c1ccccc1,1,valid
CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)[C@H](C)C[C@H]2C3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1,valid
CNC([N+]C#N)NCCS[CH-]c1csc(N[C-]([N+])N)n1,1,valid
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,1,valid
NC(=O)N1c2ccccc2[C@H]2O[C@@H]2c2ccccc21,1,valid
CC/C=C(\C)C1(CC)C(=O)NC(=O)NC1=O,1,valid
O=C1C(CC[C@@H](O)c2ccc(F)cc2)[C@H](c2ccc(O)cc2)N1c1ccc(F)cc1,0,valid
NCC(O)c1cccc(O)c1,0,valid
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,valid
NC(=O)N1c2ccccc2CC(O)c2ccccc21,0,valid
CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,1,valid
FC(F)OC(Cl)C(F)(F)F,1,valid
CC(=O)OCC(=O)C1(O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3C(O)CC21C,1,valid
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,1,valid
CC12CC[C@@H](O)C[C@@H]1CCC1C2C(=O)CC2(C)C(C(=O)CO)CC[C@@H]12,1,valid
Cn1c(=O)c2c(ncn2CCCNC[C@@H](O)c2cc(O)cc(O)c2)n(C)c1=O,1,valid
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)SCF,1,valid
CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(O/C=C\C(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)=CC=CC(C)C(=O)N2)O4,0,valid
CC(=O)C1CC[C@H]2[C@@H]3C[C@@H](O)C45CC4CC[C@]5(C)[C@H]3CC[C@]12C,1,valid
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,valid
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,valid
N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1,1,valid
COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1,0,valid
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)C(N)c4ccc(O)cc4)C3SC2)s1,0,valid
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,1,valid
CCC(C)(C)C,1,valid
CC(=O)Nc1ccc([C@H](O)CNC(C)C)cc1,1,valid
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,1,valid
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0,valid
NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0,valid
CCC(C)=O,1,valid
CC(=O)C1CCC2C3CC=C4CC(OC(=O)CCC(=O)O)CCC4(C)C3CCC12C,1,valid
N[C@@]1(C(=O)O)CC(=O)C2[C@H]1[C@@]2(F)C(=O)O,0,valid
C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1,1,valid
COc1cc2oc(=O)c(C)c(C)c2cc1OCCCN1CCN(c2ccccc2OC)CC1,1,valid
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,valid
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,1,valid
COC(C(=O)C(O)C(C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)C1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,1,valid
O=C(O)COc1ccc(Cl)cc1Cl,1,valid
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,1,valid
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0,valid
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(=O)C3C(=O)c4c(O)ccc([N+](=O)[O-])c4CC3CC12,0,valid
CC(=O)Nc1cccc(-c2csc(=NC(=N)N)[nH]2)c1,0,valid
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,1,valid
COCc1c(-c2ccc(F)cc2)c(=CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)nc1=C(C)C,1,valid
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0,valid
CCCl,1,valid
CN(C)c1ccnc2sc3c(=O)n(N4CCCCCC4)cnc3c12,1,valid
CC12CC[C@H]3[C@@H](CCC45OC4C(=O)C(C#N)CC35C)[C@H]1CC[C@H]2O,0,valid
Cc1ncc([N+](=O)[O-])n1C[C@H](O)CCl,1,valid
COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,valid
OCC(O)c1oc(O)c(O)c1O,1,valid
O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,1,valid
Cc1nn(C)c2c1N(c1ccccc1)C(=O)CC(=O)N2C,1,valid
CN[C@H]1[C@@H](O)C(O[C@@H]2[C@@H](O)[C@H](OC3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@@H]2NC(=O)C(O)CN)OC[C@]1(C)O,0,valid
COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2,1,valid
C[C@@H]1CCCN1CCCOc1ccc(N2CCN(C(=O)c3ccc(F)cc3F)CC2=O)cc1,0,valid
CC(=O)O[C@@H]1/C=C/C(C)=C/C[C@H](O)/C=C\C(C)=C\[C@@H](NC(=O)C(C)=O)[C@]2(C)C(=O)O[C@H](C1)C(C)C2=O,0,valid
COC1C(=O)C(C)C[C@H](C)/C=C/C=C/C=C(/C)[C@@H](OC)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCCC2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@H]1O,0,valid
OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,1,valid
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,1,valid
CCOC(=O)C(CCc1ccccc1)NC1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O,0,valid
CC[N+](C)(C)Cc1ccccc1Br,0,valid
NCC(CC(=O)O)c1ccc(Cl)cc1,1,valid
CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccc(N(C)C)cc2)N(C)C(=O)C2CCCN2C1=O,0,valid
COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1,0,valid
CCCCCn1ccc(=O)c(O)c1C,1,valid
CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CC[N+](C[C@H]2CC=CCC2)CC1,0,valid
O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,1,valid
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,1,valid
C[N+](C)[C@H]1C=C(C(=O)NCO)C(=O)C2(O)C([O-])=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)[C@H]3C[C@@H]12,0,valid
CSc1ccc2c(c1)N(CC[C@@H]1CCCCN1)c1ccccc1S2,0,valid
CN(C)CCOC1(Cc2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,1,valid
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1,valid
c1ccc(NCCCOc2cccc(CN3CCCCC3)c2)nc1,1,valid
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,1,valid
CNC(=O)NC(O)C(Cl)(Cl)Cl,1,valid
Cc1c[nH]c2c1c(=O)[nH]c(=O)n2C,0,valid
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,1,valid
Cc1cc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)[C@@H]2C)no1,1,valid
CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,1,valid
c1ccc2c(CC3=NCCN3)cccc2c1,0,valid
O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21,1,valid
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1C3CC(C#N)=C4C=C(OCCCl)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,1,valid
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@H]3CC=C4CC(=O)CCC4[C@H]3CCC12C,0,valid
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,1,valid
CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,1,valid
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,1,valid
CCCC(C)(COC(N)=O)COC(N)=O,1,valid
CC1(C)OC2CC3C4CC=C5CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,1,valid
CCCCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl,1,valid
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,valid
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,1,valid
Cc1cccc2c1Oc1ccccc1C1(O)CCN(C)CC21,1,valid
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,0,valid
CC(=O)N[C@H]1[C@@H]([C@@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@H]1N=C(N)N,0,valid
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,1,valid
C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0,valid
CC(C)C(Br)C(=O)NC(N)=O,1,valid
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,0,valid
CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O,1,valid
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,0,valid
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0,valid
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0,valid
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,0,valid
CC(C)C1(C(C)C)OCC(CO)O1,1,valid
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0,valid
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1,valid
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0,valid
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,0,valid
C#CCN(C)[C@H](C)Cc1ccccc1,1,valid
c1ccc2c(c1)cc1n2CCCNC1,1,valid
NCCS,0,valid
CC(c1cc2ccccc2s1)N(O)C(N)=O,0,valid
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O,0,valid
CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,valid
CCC(C)Nc1ccc(I)c(NC(C)CC)c1,1,valid
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,0,valid
CC[C@]1(c2cccc(O)c2)CCCCN(C)C1,1,valid
C[N+](C)C1C(=O)C(C(N)=O)C(=O)C2(O)C([O-])=C3C(=O)c4c(O)cccc4C(C)(O)[C@H]3C[C@@H]12,0,valid
CN(C)c1cc(C[N+]CC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3C(N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C([O-])=C1C2=O,0,valid
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,1,valid
OC1CCN(c2ccc(-c3ccccc3Cl)nn2)CC1,1,valid
CCCOC(C)=O,1,valid
CCOC(=O)CC(O)CC(O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,1,valid
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0,valid
CC[C@@H]1CCC[C@H](O[C@@H]2CC[C@H](N(C)C)[C@H](C)O2)C(C)C(=O)C2=CC3[C@H](C=C(C)[C@H]4C[C@H](O[C@H]5O[C@@H](C)[C@@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)[C@@H]2CC(=O)O1,0,valid
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0,valid
CC1(C)O[C@@H]2CC3C4CC=C5CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,1,valid
O=C1NNC(=O)C1(c1ccccc1)c1ccccc1,1,valid
CN(C)C1CCc2[nH]c3ccccc3c2C1,1,valid
NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,1,valid
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,0,valid
CCc1cccc2c1N[C@@H]1[C@H]2CCOC1(CC(=O)O)CC(=O)O,1,valid
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,0,valid
CN(C)C1C(=O)C(C(=O)NC[N+]CCCCC([N+])C(=O)[O-])C(=O)C2(O)C([O-])=C3C(=O)c4c(O)cccc4C(C)(O)[C@H]3C[C@@H]12,0,valid
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,1,valid
c1cncc([C@@H]2CCCN2)c1,1,valid
CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,0,valid
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,0,valid
CN=C(N)NC(=O)Nc1c(C)cccc1C,0,valid
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1,valid
CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(=O)CC)C(C)C(=O)[C@]3(CO3)CC(C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@H]2C)C[C@@H]1OC,0,valid
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,1,valid
O=C1CC[C@H]2[C@H]3Cc4cccc(O)c4[C@@]2(CCN3CC2CC2)C1,1,valid
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0,valid
CCC(C(=O)NC(N)=O)c1ccccc1,1,valid
CO[C@@]1(NC(=O)CSC(F)(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,0,valid
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,1,valid
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](NC(CO)CO)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,0,valid
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,1,valid
NCc1ccccc1Sc1ccccc1CO,1,valid
Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0,valid
FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3CC3CCCC43)CC2)c1,1,valid
