smiles,Macrocycle_PAMPA,group
CCOc1cc(Oc2cc(C)c(Cl)c(C)c2)cc2c1OCC(=O)N[C@H]1CC[C@H](CC1)CC(=O)N[C@@H](c1ccccc1)C(=O)N[C@H](Cc1ccncc1)C(=O)NCCc1ccc(cc1)OC2,-6.0,training
CCOc1cc(Oc2cc(C)c(Cl)c(C)c2)cc2c1OCC(=O)N[C@H]1CC[C@H](CC1)CC(=O)N[C@@H](c1ccccc1)C(=O)N1CCC[C@@H]1C(=O)NCCc1ccc(cc1)OC2,-5.13667714,training
CCOc1cc(Oc2cc(C)cc(C)c2)cc2c1OCC(=O)N[C@H]1CC[C@H](CC1)CC(=O)N[C@@H](c1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)NC2,-5.698970004,training
CCOc1cc(Oc2cc(C)c(Cl)c(C)c2)cc2c1OCC(=O)N[C@H]1CC[C@H](CC1)CC(=O)N[C@@H](c1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)NC2,-6.0,training
CCOc1cc(Oc2cc(C)c(Cl)c(C)c2)cc2c1OCC(=O)N[C@H]1CC[C@H](CC1)CC(=O)N[C@@H](c1ccccc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@H](C(=O)O)Cc1ccc(cc1)OC2,-5.408935393,training
CC(=O)N[C@H]1CC(=O)NCCSC2=C3n4cnc(c4)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.176525771,training
CC(=O)N[C@H]1CCC(=O)NCCSC2=C3OC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.749579998,training
CC(=O)N[C@H]1CC(=O)NCCSC2=C3OC[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.4072289,training
CC(=O)N[C@H]1CCC(=O)NCCSC2=C3OC[C@H](NC(=O)[C@H](C)N(C)C1=O)C(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-5.98196915,training
CC(=O)NC1CSC2=C(Oc3ccccc3)C(F)(F)C(F)(F)[C@]23SC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC1=O)C(=O)N3C,-5.87786144,training
CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,-4.73,training
CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.66,training
CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.34,training
CC(C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,-5.45,training
CC[C@H](C)[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C1=O,-5.99,training
CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@@H](C)NC(=O)[C@H]2N=C(O[C@@H]2C)[C@H](C(C)C)NC(=O)c2csc(n2)[C@@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C,-4.72,training
CN(C)c1ncc2c(n1)Cc1cccc(c1)OCCOCCN=C2Nc1ccccn1,-4.992,training
CC(C)[C@@H]1NC(=O)[C@@H](CO)NC(=O)CNCCCCCCNC1=O,-7.8,training
CC(C)[C@@H]1NC(=O)[C@@H](CO)NC(=O)[C@@H](C)NCCCCCCNC1=O,-6.3,training
O=C1CCSCc2ccc(cc2)CSCC2CN(C2)C(=O)[C@H]2CCCN(C2)C(=O)[C@H](CNC(=O)c2ccc(Cl)s2)N1,-5.82,training
O=C1C[C@H]2CC[C@@H](CC2)NC(=O)CCSCc2ccc(cc2)CSCCNC(=O)[C@H](CNC(=O)c2ccc(Cl)s2)N1,-6.37,training
O=C1CCSCc2ccc(cc2)CSC/C=C/CNC(=O)[C@H]2CCCN(C2)C(=O)[C@H](Cc2ccc(Cl)cc2)N1,-5.43,training
c1ccc2c(CCCOc3cc4nc(c3)CNCCNCCNC4)c[nH]c2c1,-6.08,training
O=c1cc2[nH]c(c1)CN(CCCc1c[nH]c3ccccc13)CCNCCNC2,-6.04,training
COc1cc2nc(c1)CNCCNCCNC2,-4.52,training
CN1CCN(C)Cc2cc(O)cc(n2)CN(C)CC1,-6.2,training
CC(=O)N[C@H]1Cc2ccc(cc2)OC2=C3n4cnc(c4)C[C@H](NC(=O)CNC1=O)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.950781977,training
CSCC[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@@H](NC(C)=O)Cc2ccc(cc2)OC2=C3n4cnc(c4)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.128427064,training
CC(=O)N[C@H]1CC(=O)N[C@@H]2CS[C@@]3(NC2=O)C2=C(Oc4ccc(cc4)C[C@@H](C(N)=O)NC(=O)[C@H](C)N(C)C(=O)[C@@H](CO)NC(=O)[C@H](Cc4cn2cn4)NC(=O)[C@H](C(C)C)NC1=O)C(F)(F)C3(F)F,-5.458420756,training
CC(=O)N[C@H]1Cc2ccc(cc2)OC2=C3n4cnc(c4)C[C@@H](C(=O)N(C)C)NC(=O)[C@H](CCC(=O)N[C@@H]4CS[C@]3(NC4=O)C(F)(F)C2(F)F)NC(=O)[C@H](C)NC(=O)CNC1=O,-5.4225082,training
CC(=O)N[C@H]1Cc2ccc(O)c(c2)Cc2cnc(s2)SC2=C3SC[C@H](NC(=O)[C@H](C)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(CC1=O)C(F)(F)C2(F)F,-6.257274869,training
COc1ccc2cc1OC1=C3n4cnc(c4)C[C@H](NC(=O)CNC(=O)[C@@H](NC(C)=O)Cc4ccc(O)c(c4)C/C=C/2)C(=O)N[C@@H](C)C(=O)N[C@H]2CS[C@@]3(NC2=O)C(F)(F)C1(F)F,-6.73754891,training
CC(=O)N[C@H]1CCC(=O)NCCSC2=C3O[C@H](C)[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.742321425,training
O=C1CNc2nc(NCc3ccccc3)nc(n2)N/N=C\CCNC(=O)CNc2nc(NCc3ccccc3)nc(n2)N/N=C\CCN1,-6.522878745,training
O=C1CNc2nc(nc(N3CCCCC3)n2)N/N=C\CCNC(=O)CNc2nc(nc(N3CCCCC3)n2)N/N=C\CCN1,-6.602059991,training
CC(=O)NC1Cc2ccc(cc2)OC2=C3n4cnc(c4)C[C@H](NC(=O)[C@H](CO)NC(=O)CNC1=O)C(=O)N[C@@H](C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.258626076,training
CC(=O)N[C@H]1Cc2ccc(cc2)OC2=C3SC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.158335065,training
CC(=O)N[C@H]1Cc2cn(cn2)C2=C3SC[C@H](NC(=O)[C@H](Cc4ccccc4)NC1=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.36059806,training
CC(=O)N[C@H]1Cc2cn(cn2)C2=C3SC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc4ccccc4)NC1=O)C(=O)NC(C)C(=O)N[C@H]1CS[C@@]3(NC1=O)C(F)(F)C2(F)F,-6.255848761,training
CC(=O)N[C@H]1CSC2=C(F)C(F)(F)C(F)(F)[C@@]23NC(=O)[C@H](CS3)NC(=O)[C@H](CO)NC1=O,-5.71386051,training
COc1ccc2cc1OC1=C3SC[C@H](NC(=O)[C@@H](NC(C)=O)Cc4c[nH]c5ccc(cc45)C/C=C/2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@H]2CS[C@@]3(NC2=O)C(F)(F)C1(F)F,-6.468748493,training
C[C@@H]1NC(=O)[C@@H](NC(=O)OCc2ccccc2)CCC(=O)N[C@H]2CS[C@]3(NC2=O)C(=C(F)C(F)(F)C3(F)F)n2cnc(c2)CCNC1=O,-5.57870786,training
CC1NC(=O)C(NC(=O)OCc2ccccc2)CCC(=O)N[C@H]2CS[C@]3(NC2=O)C(=C(F)C(F)(F)C3(F)F)n2cnc(c2)CCNC1=O,-5.865033487,training
NCC1CCN(c2nc3nc(n2)N/N=C/CCNC(=O)CNc2nc(nc(N4CCC(CN)CC4)n2)N/N=C/CCNC(=O)CN3)CC1,-5.607189287,training
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc3ccccc3n2)Cc2cc(F)c(F)cc21,-5.695,valid
CCOc1cccc(C(=O)N2CCCN(C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)c1,-5.209,valid
CC(C)CC(=O)N1CCCN(CC(C)C)CCCN(C(=O)c2ccnn2C)Cc2cc(F)ccc21,-5.971,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cc(F)cc(F)c2)Cc2cc(F)c(F)cc21,-5.262,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc(Cl)cc2)Cc2cc(F)c(F)cc21,-5.428,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cn(C)nc2C)Cc2cc(F)c(F)cc21,-5.81,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cc(CC(C)C)nn2C)Cc2cc(F)c(F)cc21,-5.27,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cc(CC)on2)Cc2cc(F)c(F)cc21,-5.565,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2c(C(C)C)noc2C)Cc2cc(F)c(F)cc21,-5.625,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc(=O)n(C)c2)Cc2cc(F)c(F)cc21,-6.553,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)C(C)C)Cc2cc(F)c(F)cc21,-5.223,valid
CCOc1cccc(C(=O)N2CCCN(C(C)C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)c1,-5.558,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccnnc2)Cc2cc(F)c(F)cc21,-6.509,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cc(F)cc(F)c2)Cc2cc(F)c(F)cc21,-5.896,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)C2CCCC2)Cc2cc(F)c(F)cc21,-5.245,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cn(C)nc2C)Cc2cc(F)c(F)cc21,-5.466,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc(Cl)cc2)Cc2cc(F)c(F)cc21,-5.726,valid
CCCn1cc(C(=O)N2CCCN(C(C)C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)cn1,-5.154,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc(N(C)C)cc2)Cc2cc(F)c(F)cc21,-5.213,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cccc(F)c2)Cc2cc(F)c(F)cc21,-5.144,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ncccn2)Cc2cc(F)c(F)cc21,-5.4,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ncccn2)Cc2cc(F)c(F)cc21,-5.65,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc(N(C)C)cc2)Cc2cc(F)c(F)cc21,-5.231,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cc(CC(C)C)no2)Cc2cc(F)c(F)cc21,-5.939,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc3ccccc3n2)Cc2cc(F)c(F)cc21,-5.363,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)C2CCCCC2)Cc2cc(F)c(F)cc21,-5.533,valid
CCCc1cc(C(=O)N2CCCN(C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)no1,-5.879,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cnc3ccccc3c2)Cc2cc(F)c(F)cc21,-5.078,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)C2CCC2)Cc2cc(F)c(F)cc21,-5.09,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)C2CCOCC2)Cc2cc(F)c(F)cc21,-5.023,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccccc2F)Cc2cc(F)c(F)cc21,-5.127,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cccc(OC)n2)Cc2cc(F)c(F)cc21,-5.256,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc(=O)n(C)c2)Cc2cc(F)c(F)cc21,-6.658,valid
CCCn1ccc(C(=O)N2CCCN(C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)n1,-5.054,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cccnc2)Cc2cc(F)c(F)cc21,-5.173,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc(OCC(C)C)cc2)Cc2cc(F)c(F)cc21,-6.194,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cccnc2C)Cc2cc(F)c(F)cc21,-4.949,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2c(C)noc2C)Cc2cc(F)c(F)cc21,-5.327,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cnc3ccccc3n2)Cc2cc(F)c(F)cc21,-5.295,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cnc(C)cn2)Cc2cc(F)c(F)cc21,-4.946,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cccnc2)Cc2cc(F)c(F)cc21,-5.025,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc3c(c2)OCO3)Cc2cc(F)c(F)cc21,-5.164,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)C(C)C)Cc2cc(F)c(F)cc21,-4.743,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cnc(C)nc2C)Cc2cc(F)c(F)cc21,-5.104,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2scnc2C)Cc2cc(F)c(F)cc21,-4.976,valid
CCCn1cc(C(=O)N2CCCN(C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)cn1,-5.011,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2c(C(C)C)noc2C)Cc2cc(F)c(F)cc21,-5.154,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)C2CCOCC2)Cc2cc(F)c(F)cc21,-5.082,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cncnc2)Cc2cc(F)c(F)cc21,-5.189,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cncnc2C)Cc2cc(F)c(F)cc21,-5.092,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc(C)nc2)Cc2cc(F)c(F)cc21,-4.971,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cccc(OC)n2)Cc2cc(F)c(F)cc21,-5.106,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2scnc2C)Cc2cc(F)c(F)cc21,-4.965,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2cn(C)nn2)Cc2cc(F)c(F)cc21,-5.23,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2cscn2)Cc2cc(F)c(F)cc21,-4.903,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccccn2)Cc2cc(F)c(F)cc21,-4.798,valid
CCC(=O)N1CCCN(C(C)C)CCCN(C(=O)c2ccc(C)[nH]c2=O)Cc2cc(F)c(F)cc21,-7.301,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2snnc2CC)Cc2cc(F)c(F)cc21,-4.915,valid
CCC(=O)N1CCCN(C)CCCN(C(=O)c2ccc(C)[nH]c2=O)Cc2cc(F)c(F)cc21,-7.523,valid
CCCc1cc(C(=O)N2CCCN(C(C)C)CCCN(C(=O)CC)c3cc(F)c(F)cc3C2)no1,-6.824,valid
CN(C)CCCNC(=O)C1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CCOc2ccccc2C(=O)N1,-7.301,valid
CC1NC(=O)CC(C(=O)NCCCCN(C)C)NC(=O)c2ccccc2OCCN(C)C1=O,-6.569,valid
CN(C)CCCNC(=O)C1CC(=O)NC(CC(N)=O)C(=O)N(C)CCOc2ccccc2C(=O)N1,-6.569,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCN2CCCCCC2)CC(=O)NC(CC(N)=O)C1=O,-6.678,valid
COc1ccc(CCCNC(=O)C2CC(=O)NC(CO)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-7.398,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCc2ccc(F)cc2)CC(=O)NC(Cc2ccccc2)C1=O,-6.06,valid
Cc1nn(C)c(C)c1CCNC(=O)C1CC(=O)NC(CC(N)=O)C(=O)N(C)CCOc2ccccc2C(=O)N1,-7.398,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCc2cnccn2)CC(=O)NC(CC(N)=O)C1=O,-7.301,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCc2ccccn2)CC(=O)NC(Cc2ccccc2)C1=O,-7.523,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(C)cc2OC)CC(=O)NC(Cc2ccccc2)C1=O,-6.398,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccccc2C(C)C)CC(=O)NC(Cc2ccccc2)C1=O,-6.222,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(C(C)C)cc2)CC(=O)NC(Cc2ccccc2)C1=O,-6.292,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2cccc(C)c2C)CC(=O)NC(CC(C)C)C1=O,-5.932,valid
CC(C)CC1NC(=O)CC(C(=O)NC(C)COc2ccccc2Oc2ccc(Cl)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.032,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(Cl)c(C)c2)CC(=O)NC(CC(C)C)C1=O,-5.921,valid
COc1cc(C)ccc1OCCNC(=O)C1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CCOc2ccccc2C(=O)N1,-6.086,valid
CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CCC(N)=O)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-7.0,valid
COc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-7.222,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2cc(C)ccc2C(C)C)CC(=O)NC(CC(C)C)C1=O,-6.886,valid
CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOCc2ccccc2Cl)CC(=O)NC(CC(C)C)C1=O,-5.65,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2cccc(OC)c2)CC(=O)NC(Cc2ccccc2)C1=O,-5.539,valid
Cc1ccc(OCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)c(C)c1,-5.322,valid
CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccc(O)cc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-7.222,valid
CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(CC)CCOc3ccccc3C(=O)N2)cc1OC,-6.297,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(C)cc2C)CC(=O)NC(Cc2ccccc2)C1=O,-5.858,valid
CCOc1ccc(CCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-6.517,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2cccc(C)c2C)CC(=O)NC(Cc2ccccc2)C1=O,-5.956,valid
CC(C)CC1NC(=O)CC(C(=O)NCCCN2CCCCCC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.0,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCCCN2CCCC2)CC(=O)NC(Cc2ccccc2)C1=O,-7.155,valid
CC(C)CC1NC(=O)CC(C(=O)NCc2ccc(CN3CCCCC3)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.097,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCCN2CCCCCC2)CC(=O)NC(Cc2ccccc2)C1=O,-6.377,valid
CC(C)CC1NC(=O)CC(C(=O)NCCCCN(C)C)NC(=O)c2ccccc2OCCN(C)C1=O,-7.301,valid
CC(C)C1NC(=O)CC(C(=O)NCCCCN2CCCC2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.658,valid
CC(C)C1NC(=O)CC(C(=O)NCCN2CCCCC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.097,valid
CC(C)C1NC(=O)CC(C(=O)NCCCN2CCCCCC2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.602,valid
CCN1CCCC1CNC(=O)C1CC(=O)NC(C(C)C)C(=O)N(C)CCOc2ccccc2C(=O)N1,-7.301,valid
CC(C)CC1NC(=O)CC(C(=O)NCCCN(C)C)NC(=O)c2ccccc2OCCN(C)C1=O,-8.0,valid
Cc1csc(CCCNC(=O)C2CC(=O)NC(C(C)O)C(=O)N(C)CCOc3ccccc3C(=O)N2)n1,-7.097,valid
COc1ccc(CCNC(=O)C2CC(=O)NC(C(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1,-6.444,valid
Cc1ccc(OCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1,-6.377,valid
CC(C)c1ccccc1OCCNC(=O)C1CC(=O)NC(Cc2ccccc2)C(=O)N(C)CCOc2ccccc2C(=O)N1,-6.509,valid
CCC(C)C1NC(=O)CC(C(=O)NCCCc2cccc(OC)c2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.252,valid
CC(C)c1ccc(OCCNC(=O)C2CC(=O)NC(Cc3ccccc3)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1,-6.602,valid
CCC(C)C1NC(=O)CC(C(=O)NCCCc2ccccc2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.022,valid
COc1ccc(CCCNC(=O)C2CC(=O)NC(C(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-6.745,valid
CC1NC(=O)CC(C(=O)NCCCN2CCCC2=O)NC(=O)c2ccccc2OCCN(C)C1=O,-7.301,valid
COc1ccc(OCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1,-6.77,valid
CCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(C(C)C)cc2)CC(=O)NC(CC(C)C)C1=O,-5.821,valid
Cc1nn(C)c(C)c1CCNC(=O)C1CC(=O)NC(CC(C)C)C(=O)N(C)CCOc2ccccc2C(=O)N1,-7.155,valid
CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCC2CCOCC2)CC(=O)NC(CC(C)C)C1=O,-6.481,valid
CC(C)CC1NC(=O)CC(C(=O)NCc2cccc(CN3CCCC3=O)c2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.398,valid
CCOc1ccc(CCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-6.523,valid
CC(C)CC1NC(=O)CC(C(=O)NCCOc2ccc(-c3ccccc3)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.143,valid
CCOCCNC(=O)C1CC(=O)NC(C(C)O)C(=O)N(C)CCOc2ccccc2C(=O)N1,-7.0,valid
CC(C)CC1NC(=O)CC(C(=O)NCCCn2ccc(C(F)(F)F)n2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.222,valid
CCOCCNC(=O)C1CC(=O)NC(CC(C)C)C(=O)N(C)CCOc2ccccc2C(=O)N1,-6.77,valid
CN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(Cl)cc2)CC(=O)NC(CC(N)=O)C1=O,-7.301,valid
CC(O)C1NC(=O)CC(C(=O)NCC2CC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.523,valid
CC(C)C1NC(=O)CC(C(=O)NCCc2cnccn2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.046,valid
CC(O)C1NC(=O)CC(C(=O)NCCc2ccc(F)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.097,valid
CCCCN1CCOc2ccccc2C(=O)NC(C(=O)NCCOc2ccc(Cl)cc2)CC(=O)NC(CC(C)C)C1=O,-5.963,valid
COc1ccc(CCCNC(=O)C2CC(=O)NC(CC(C)C)C(=O)N(C)CCOc3ccccc3C(=O)N2)cc1OC,-6.745,valid
CC(C)CC1NC(=O)CC(C(=O)NCCN2CCOCC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.046,valid
CC(C)CC1NC(=O)CC(C(=O)NCc2ccc(CN3CCCC3=O)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-6.959,valid
CCC(C)C1NC(=O)CC(C(=O)NCCc2ccc3c(c2)OCCO3)NC(=O)c2ccccc2OCCN(C)C1=O,-6.444,valid
CC(C)CC1NC(=O)CC(C(=O)NCCOc2ccc(C(C)C)cc2)NC(=O)c2ccccc2OCCN(C)C1=O,-5.812,valid
CCC(C)C1NC(=O)CC(C(=O)NCC2CC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.046,valid
CC(C)CC1NC(=O)CC(C(=O)NCCCN2CCOCC2)NC(=O)c2ccccc2OCCN(C)C1=O,-7.301,valid
